label,oid,oid,tag_rcnt,topic_interact,word_sim,topic_rcnt,word_rcnt,topic_sim
0`1022:2310474166025200446073`1022:2309404166004673487937`0.0`-0.0178739219517,-0.00984418926002,-0.0184018678229,-0.00570257778625,-0.0142431028732,-0.0216457807214,0.0111554772002,0.0316138561967,0.0212741220756,0.0236679849431~0.469868013532,0.364349359127,0.278372325725,0.242039357698,0.176724639062,0.148676799924,0.104058703007,0.0806461142612,0.0703063801401,0.0649583075237~0.0551141182637,0.0331633868585,0.0192881307476,0.0146376328203,0.00775718301806,0.00540906275313,0.00267594224996,0.00137608996045,0.00112259970458,0.00091485205127`2.32995923973`1`0`0.0366005400772`
0`1022:2309351002864166013238263398`1022:2309614166008800704946`0.0`0.00194775194775,-0.0339964089964,0.0429817929818,0.0464047964048,-0.00860738360738,-0.00769650769651,-0.0215302715303,-0.023079023079,0.00363037863038,-5.51250551251e-05~0.536135786136,0.446772821773,0.337853587854,0.255806505807,0.138828513829,0.0863205863206,0.0682133182133,0.0623910623911,0.0356816606817,0.0319961569962~0.0718594468594,0.0496125496125,0.0280744030744,0.0158208908209,0.00479981729982,0.001848001848,0.00104737604738,0.000840000840001,0.000315000315,0.000255937755938`2.83356440897`0`0`0.0341995173928`
0`1042015:articleMblog_4166045549763827`1022:2309404166011455688281`0.0`0.127855477855,0.135652680653,-0.0417599067599,-0.112478632479,-0.049797979798,-0.0364646464646,-0.000594405594406,-0.0076418026418,-0.00799145299145,-0.00677933177933~0.782400932401,0.460501165501,0.266118881119,0.180854700855,0.105353535354,0.0920202020202,0.0454662004662,0.0311460761461,0.0186752136752,0.0174630924631~0.148951048951,0.0484149184149,0.0172688422688,0.00501424501425,0.00215488215488,0.00178451178451,0.000516705516706,0.00022792022792,7.12250712251e-05,6.47500647501e-05`2.79642485241`0`0`0.19997952106`
1`1042015:articleMblog_4166029758191276`1022:2309614166035073823519`5.6`0.0138304768252,0.0282810472129,0.0373054474024,0.0276342376013,0.024933104419,-0.0598270768564,-0.0362438359747,-0.00732441579734,-0.0115933592338,-0.0169956255985~0.474963546654,0.326041258017,0.284999782053,0.264788387799,0.25681716239,0.143071473868,0.0981435158039,0.0585517370353,0.0542827935988,0.038340342781~0.0563497721402,0.0263757710744,0.0199582948411,0.0173373098063,0.0163333488005,0.00422254187741,0.00207963351205,0.000843664710771,0.000703053925642,0.00029528264877`2.33569733626`2`1`0.0653248692735`
0`1022:2309351000774166043407936999`1022:2309614166005063562583`0.0`0.0486812899856,-0.0809505157331,-0.0765961613788,-0.00654785220003,0.0134286460373,0.0128541585063,0.0243569656613,0.0243569656613,0.0159811985899,0.0244353048701~0.481048439744,0.315184749967,0.263983548766,0.193935239587,0.155940723332,0.145704400052,0.123390782086,0.123390782086,0.102937720329,0.0944836140488~0.0572594333464,0.0231971101536,0.0159550855203,0.00939200069635,0.00603429516473,0.00526613570092,0.00365800583192,0.00365800583192,0.00258519388954,0.00208251729991`2.39102172471`2`0`0.0703205988798`
0`1022:2310474165996779811890`1042015:articleMblog_4166036071185277`0.0`-0.0452813919042,-0.0706063155845,-0.0415832771222,0.0206323929264,-0.00693031438843,0.0307949069213,0.0352190149023,0.0410895461152,0.0189829141256,0.0176825240085~0.54723197708,0.395703844843,0.356277685445,0.223840949076,0.157775567965,0.0992441047822,0.0844168758649,0.0603408830136,0.038234251024,0.0369338609069~0.0743531080715,0.0378990702558,0.0313011550524,0.0124197687114,0.00621127514725,0.00222526651043,0.00147145748002,0.000488167840727,0.000275376730666,0.000262859606545`2.61563406851`0`0`0.102802182782`
0`1022:2309614166031093436020`1022:2309614166008800704946`0.0`0.203758000843,-0.0834339427389,-0.00393813958836,-0.0329519757771,-0.0243905944579,-0.00216549768119,-0.0224502702081,-0.0247978230041,-0.00257272622743,-0.00705703116017~0.737946035031,0.39733528803,0.290933655283,0.176449733625,0.123045302978,0.0918515963359,0.0672933195355,0.060672262466,0.0294785558238,0.0249942508911~0.125761756928,0.0377285270783,0.0211567207083,0.00751216894715,0.00363631137174,0.00210800659231,0.00100609405542,0.00076654785175,0.000215591583305,0.000143727722203`2.48492396774`1`0`0.107598692204`
0`1022:2309614166031093436020`1022:2309404166040828407882`0.0`0.134042841712,-0.0411723721926,-0.0295992181692,-0.0398256779063,-0.0361783808807,0.00626119322725,0.000523714444699,0.000210420982245,0.0030253861225,0.00271209266005~0.807661194162,0.355073717484,0.316594733864,0.183323435754,0.134833089401,0.0834249054275,0.0443193348827,0.0356640184796,0.0238804434739,0.0152251270709~0.158587280285,0.031095545154,0.0248390279486,0.00800534936897,0.00421777168856,0.00173012807624,0.000490982291905,0.000317969484282,0.00014028065483,5.6112261932e-05`2.85961182974`0`0`0.0501194269899`
0`1022:2309404166003666908141`1042015:articleMblog_4166001907636813`0.0`0.448581587294,-0.126669997776,-0.0867058275115,-0.0721956986037,-0.0540279508499,-0.0566679564559,-0.0284779369872,-0.0117741507957,-0.00757421112123,-0.00448785719291~0.938559315579,0.285356728282,0.196144951999,0.146067107632,0.119691425542,0.105915562475,0.0695176086698,0.0528138224783,0.0458779046917,0.0400555726512~0.1699170371,0.0163457935098,0.00773873541751,0.00403084525881,0.00285175446882,0.00200171227138,0.00100542625503,0.000662667304452,0.000511853366198,0.000396077009558`2.43905032778`0`0`0.451058664342`
0`1022:2309404165997811623204`1042015:articleMblog_4166025329025300`0.0`0.0197693721997,0.00792024419414,-0.0100176719444,-0.00885560771853,-0.0169418610878,0.00023027079131,0.0066207315114,-0.00829688866675,-0.00181360561218,0.0113850163332~0.43036539869,0.296661966048,0.231041930705,0.21101194195,0.202925688581,0.180362721122,0.147018082505,0.121504435837,0.0988486460434,0.0802591885186~0.0462058870781,0.0219863979579,0.0133200049981,0.0111119044644,0.0102229521072,0.00813266453651,0.00539262062441,0.0036736223916,0.00244194141483,0.00157797968619`2.30487724669`1`0`0.00586975181696`
0`1022:2310474166013733196804`1042015:articleMblog_4166025329025300`0.0`0.202819235909,0.112675362297,-0.0269559569051,-0.0310160747217,-0.0411626361648,-0.0551169579728,-0.0499055526106,-0.0468623307973,-0.0401845643847,-0.0242905246496~0.613415262399,0.401417084152,0.214103645744,0.188851474947,0.178704913504,0.125015492358,0.0904917983828,0.082938993706,0.0604776872709,0.0445836475358~0.0837856604224,0.037109984545,0.011278436877,0.00867572067465,0.00756027087362,0.00314774856836,0.0014245503483,0.0011706996573,0.000510687860711,0.00034941800996`2.54830713046`0`0`0.25445400875`
